text|entity_start|entity_end|emotion_labels|emotions|emotion_count
You know I hated to feel you were wrangling with those lawyers for money; and she laughed a little scornfully.|17|18|[3, 5]|['joy', 'surprise']|2
You know I hated to feel you were wrangling with those lawyers for money; and she laughed a little scornfully.|6|7|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
You little know in what a happy moment for yourselves you partook of my cream tarts!  |9|10|[3]|['joy']|1
You look bewildered, poor child, she said.|0|1|[2, 5]|['fear', 'surprise']|2
You looked back at your former self, so careless and sunny, so consciously happy in the strong sense of life and power, and you wondered how you could have been even contented through so many years.|29|30|[3, 5]|['joy', 'surprise']|2
You may fancy the terror I was in!|5|6|[2]|['fear']|1
You may fancy the terror I was in!|0|1|[3]|['joy']|1
You might have pointed out to her, mother dear,' said the young man, smoothing her hair softly with his hand, and kissing her forehead, 'that in the most advanced intellectual centres the Church catechism is perhaps no longer regarded as the absolute ultimatum of the highest and deepest economical wisdom.'|13|15|[3, 5]|['joy', 'surprise']|2
You must be worthy of knightly worship.|0|1|[3]|['joy']|1
You recollect Theophile Gautier says the one great advantage which a beautiful woman possesses over a beautiful statue is this, that while a man has to walk round the beautiful statue in order to see it from every side, he can ask the beautiful woman to turn herself round and let him see her, without requiring to take that trouble.'|59|60|[3]|['joy']|1
You see her: a tall, spare woman with kind eyes, who carries her arms stiffly.|15|16|[3]|['joy']|1
"You see, said the woman, ""I told her to come when she was hungry, and when she'd come I'd give her odd jobs to do; an' I found she was willing, and somehow I got to like her; and the end of it was, I've given her a place an' a home, and she helps me, an' behaves well, an' is as thankful as a girl can be."|82|84|[3]|['joy']|1
You seem to me to be very unjust.|0|1|[0]|['anger']|1
"You sent the things to me, she said, in a joyful emotional little voice, ""the beautiful, beautiful things?"|7|8|[3]|['joy']|1
You shall be severely punished.|0|1|[2]|['fear']|1
You should have seen what a swell Good turned out the very next day, beautifully shaved, frock coat fitting like a glove, brand new eye-glass, etc., etc.|7|8|[3]|['joy']|1
You surprise me, quite.|2|3|[5]|['surprise']|1
You think there is enough of your little hearts to feed this fierce, devouring passion for all your long lives.|19|20|[3]|['joy']|1
You used to say, my dear, that, except as a husband and a prince, I was a pleasant fellow.|18|19|[3, 5]|['joy', 'surprise']|2
You want somebody meeker,--somebody who would respect you very much, and obey you.|18|19|[2, 3]|['fear', 'joy']|2
You were always a bit of a cheat, you know.|9|10|[0, 1]|['anger', 'disgust']|2
You were beautiful and full of vigour, but you have now upon you the glow of a higher beauty, the overflowing promise of a more glorious life.|14|15|[3]|['joy']|1
You were happy because you thought you were, but such happiness as you had proceeded from without rather than from within.|13|14|[3]|['joy']|1
You were ready to run any risk for a smile and a blush of pleasure, you were willing to sacrifice anything and everything for her praise.|16|17|[3, 5]|['joy', 'surprise']|2
You will not give me up, moaned the wretched man.|9|12|[0, 1, 4]|['anger', 'disgust', 'sadness']|3
You would as soon have thought of kissing her as of singing comic songs in a cathedral.|0|1|[3, 5]|['joy', 'surprise']|2
You would have considered the obstacles.|0|1|[0, 2, 4]|['anger', 'fear', 'sadness']|3
You've been in love, of course!|0|1|[3]|['joy']|1
You, my brother, have been wrenched suddenly from the life of the body to the life of the soul.|0|1|[5]|['surprise']|1
Your beauty, a Greek would have said, is a gift from the gods to us all, and we ought all gratefully to make the most of it. |0|1|[3]|['joy']|1
Your grief shall be turned to joy, and the sinking heart shall be lifted to heights untried.|0|1|[3, 4]|['joy', 'sadness']|2
Your husband deserted you; aren't you free to live with whom you please?'|0|2|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
Your thoughts were of the flesh, and your delights--harmless it is true--were in the things that were under your eyes--wealth, power, book knowledge, and perhaps woman, if you can call the creatures you believed in women.|25|26|[3]|['joy']|1
Your vehemence,' replied the vicar, smiling, 'is sufficient proof that you don't think it impossible for all these questions to be answered in another sense.|6|9|[3]|['joy']|1
_Bring more--bring more--and light--our marriage festival_!'|10|11|[3]|['joy']|1
a long chain of old associations is broken asunder, and the peace we deemed so deep and lasting in finally interrupted.|14|15|[3]|['joy']|1
almost shrieked Jessie.|4|7|[0, 2, 4, 5]|['anger', 'fear', 'sadness', 'surprise']|4
and he looked me full in the eyes, with a smile.|1|2|[3, 5]|['joy', 'surprise']|2
and without waiting for the doctor to answer, Laura averred that she had lived at least eight times already; witnessing the dread contest of death, and dying for the cause of Pan, and the Light-King, and Eros the immortal, 'whose I am,' she said; 'and once again, for the ninth time, I live and watch the contest--watch with joy which overcomes fear, with love that conquers death.'|68|69|[3]|['joy']|1
and without waiting for the doctor to answer, Laura averred that she had lived at least eight times already; witnessing the dread contest of death, and dying for the cause of Pan, and the Light-King, and Eros the immortal, 'whose I am,' she said; 'and once again, for the ninth time, I live and watch the contest--watch with joy which overcomes fear, with love that conquers death.'|55|56|[2, 4]|['fear', 'sadness']|2
asked Nino, in some anxiety.|2|4|[0, 2, 4]|['anger', 'fear', 'sadness']|3
asked Otto, smiling.|2|4|[3, 5]|['joy', 'surprise']|2
bad cess to them!|3|4|[1, 4]|['disgust', 'sadness']|2
cried Alicia. |2|4|[4]|['sadness']|1
cried Hubert.|2|5|[4]|['sadness']|1
"cried Lady Victoria, ""not come?"|2|5|[4]|['sadness']|1
cried Mattha.|2|4|[4]|['sadness']|1
cried Miss Minchin to Miss Amelia.|2|5|[4]|['sadness']|1
cried Miss Minchin; and she really lost color as she uttered the exclamation.|2|5|[4]|['sadness']|1
cried Mr. Booley.|2|7|[4]|['sadness']|1
cried Nino, as Benoni left the room.|2|4|[4]|['sadness']|1
cried Nino, with blazing eyes. |2|4|[0, 4]|['anger', 'sadness']|2
cried Romeo, scarcely _sotto voce_.|2|5|[4]|['sadness']|1
cried Silver.|2|3|[4]|['sadness']|1
cried poor Hedwig, clinging closer to Nino.|3|5|[4]|['sadness']|1
cried the Colonel; ''for to my certain knowledge there must have been a hundred in the bundle.''  |2|4|[4]|['sadness']|1
cried the Count in a commanding tone.|3|4|[4]|['sadness']|1
cried the Duke in a stew.|2|5|[4]|['sadness']|1
cried the President.  |2|4|[4]|['sadness']|1
cried the man.|2|4|[4]|['sadness']|1
cried the voice of the little Syrian maid, as she came running into the temple.|5|10|[4]|['sadness']|1
cried the young man.  |3|5|[4]|['sadness']|1
exclaimed Ferrari.|2|5|[5]|['surprise']|1
exclaimed Giovanni, instinctively feeling in his pocket for coppers.|2|5|[5]|['surprise']|1
"exclaimed Hedwig, ""and I was shut up with that madman in Fillettino!"""|2|4|[5]|['surprise']|1
"exclaimed Hedwig, ""and I was shut up with that madman in Fillettino!"""|7|8|[0, 2]|['anger', 'fear']|2
exclaimed Miss Belinda.|2|5|[5]|['surprise']|1
exclaimed Miss Minchin.|2|5|[5]|['surprise']|1
exclaimed Miss Pilcher.|2|5|[5]|['surprise']|1
exclaimed Mrs. Burnham, in stern reproof of such flippancy.|2|7|[5]|['surprise']|1
exclaimed San Miniato, who mistrusted the preamble, but was careful not to show it.|2|6|[1, 2, 5]|['disgust', 'fear', 'surprise']|3
exclaimed Sara.|2|4|[5]|['surprise']|1
"exclaimed the Duke; ""it must have been he!"|3|5|[5]|['surprise']|1
exclaimed the artist.|2|4|[5]|['surprise']|1
exclaimed the bun-woman, smiling cheerfully.|3|6|[3, 5]|['joy', 'surprise']|2
exclaimed the man.|2|4|[5]|['surprise']|1
extinct - had read my REMARKS ON SICILY - it reminds her of my uncle, but with more of grace - I feared she thought there was less energy - assured no - a softer style of presentation, more of the LITERARY GRACE, but the same firm grasp of circumstance and force of thought - in short, just Buttonhole's opinion.|25|26|[0, 2]|['anger', 'fear']|2
for had we done so our regrets would be now unanimous, and I shouldn't be able to go to her with clear conscience.... |5|6|[4]|['sadness']|1
gasped Miss Belinda.|3|6|[5]|['surprise']|1
gasped her infuriated elder, looking as if she would box her ears and knock her cap off, as she had often done to Becky.|18|19|[5]|['surprise']|1
he asked suddenly.|0|1|[5]|['surprise']|1
he asked, in a subdued voice, for the extraordinary visit and its sequel had made him grave.|0|1|[4]|['sadness']|1
he cried aloud, and with a sudden, tuneless voice, 'Seraphina?'|0|1|[4, 5]|['sadness', 'surprise']|2
he cried with a sob, but did not move, partly withheld by his resolutions, partly struck stupid at the sight of her weariness and disorder.|0|1|[4]|['sadness']|1
"he cried, ""/it is my brother George!/"""|0|1|[4]|['sadness']|1
"he cried, ""here is your father coming back!"""|0|1|[4]|['sadness']|1
he cried, emptying his glass, ''and good night to you, my merry ruined men.''  |0|1|[4]|['sadness']|1
he cried, emptying his glass, ''and good night to you, my merry ruined men.''  |18|19|[0, 2, 4]|['anger', 'fear', 'sadness']|3
he cried, holding out his hand.|0|1|[4]|['sadness']|1
he cried, seeing her about to speak, and imposing silence with uplifted hand.  |0|1|[4]|['sadness']|1
he cried, with an almost terrible gaiety. |0|1|[0, 1, 2, 4]|['anger', 'disgust', 'fear', 'sadness']|4
he cried.|0|1|[4]|['sadness']|1
"he exclaimed to me when the nuptial ceremony was over, ""thou hast profited by my teaching, Fabio!"|0|1|[5]|['surprise']|1
he exclaimed, as the monk attempted to pass on.|0|1|[5]|['surprise']|1
he gasped.|0|1|[5]|['surprise']|1
