text|entity_start|entity_end|emotion_labels|emotions|emotion_count
We reject them simply because we do not understand them. Therefore, indeed, we cannot with truth be said to reject them at all. It is some false appearance that we reject.|23|24|[1]|['disgust']|1
We reject them simply because we do not understand them. Therefore, indeed, we cannot with truth be said to reject them at all. It is some false appearance that we reject.|33|34|[1]|['disgust']|1
We turned and saw her gazing at something on the sand at her feet. Hastening back, we found it to be a little narrow line of foam-bubbles, which the water had left behind it on the sand, slowly breaking and passing out of sight. Why there should be foam-bubbles there then, and not always, I do not know.|19|20|[5]|['surprise']|1
We went to bed again, and the forsaken child of some half-animal mother, now perhaps asleep in some filthy lodging for tramps, lay in my Ethelwyn's bosom. I loved her the more for it; though, I confess, it would have been very painful to me had she shown it possible for her to treat the baby otherwise, especially after what we had been talking about that same evening. So we had another child in the house, and nobody knew anything about it but ourselves two.|49|50|[3, 4]|['joy', 'sadness']|2
We went to bed again, and the forsaken child of some half-animal mother, now perhaps asleep in some filthy lodging for tramps, lay in my Ethelwyn's bosom. I loved her the more for it; though, I confess, it would have been very painful to me had she shown it possible for her to treat the baby otherwise, especially after what we had been talking about that same evening. So we had another child in the house, and nobody knew anything about it but ourselves two.|66|67|[3]|['joy']|1
We went to bed again, and the forsaken child of some half-animal mother, now perhaps asleep in some filthy lodging for tramps, lay in my Ethelwyn's bosom. I loved her the more for it; though, I confess, it would have been very painful to me had she shown it possible for her to treat the baby otherwise, especially after what we had been talking about that same evening. So we had another child in the house, and nobody knew anything about it but ourselves two.|59|60|[4]|['sadness']|1
We were going to fix up a room for them, but till that could be done, Juan got some cages to put them in. That was all I knew about it till o-nine-thirty, when I came in and found everything in an uproar and was told that the Fuzzies had gotten loose during the night. I knew they couldn't get out of the building, so I went to my office and lab to start overhauling some equipment we were going to need with the Fuzzies.|49|53|[2]|['fear']|1
Well, I will do the best I can. I am sorry to see that you are less interested in astronomy than you used to be, Viviette.' 'No; it is only that these preparations for the Bishop unsettle my mind from study.|10|11|[4]|['sadness']|1
What did Shannon have against him? This was more now than the fact that they had both bristled, incompatible, at their first meeting. It was more than just instinctive dislike.|18|19|[0, 1, 2]|['anger', 'disgust', 'fear']|3
What did Shannon have against him? This was more now than the fact that they had both bristled, incompatible, at their first meeting. It was more than just instinctive dislike.|16|17|[2]|['fear']|1
What false, blind, petty judges we are! You women who are condemning your fallen sisters, you men who are execrating your sinful brothers, if Christ to-day were to command, 'Let him who is without sin cast the first stone,' look into your own hearts and answer me, how many of you would dare to lift a hand? How many of you have taken the beam out of your own eye before attempting to pluck the mote out of your brother's?|10|12|[1]|['disgust']|1
What false, blind, petty judges we are! You women who are condemning your fallen sisters, you men who are execrating your sinful brothers, if Christ to-day were to command, 'Let him who is without sin cast the first stone,' look into your own hearts and answer me, how many of you would dare to lift a hand? How many of you have taken the beam out of your own eye before attempting to pluck the mote out of your brother's?|19|21|[1]|['disgust']|1
What false, blind, petty judges we are! You women who are condemning your fallen sisters, you men who are execrating your sinful brothers, if Christ to-day were to command, 'Let him who is without sin cast the first stone,' look into your own hearts and answer me, how many of you would dare to lift a hand? How many of you have taken the beam out of your own eye before attempting to pluck the mote out of your brother's?|15|18|[1]|['disgust']|1
What false, blind, petty judges we are! You women who are condemning your fallen sisters, you men who are execrating your sinful brothers, if Christ to-day were to command, 'Let him who is without sin cast the first stone,' look into your own hearts and answer me, how many of you would dare to lift a hand? How many of you have taken the beam out of your own eye before attempting to pluck the mote out of your brother's?|25|28|[1]|['disgust']|1
What had she endured? How had she learned to have that smile always near? What had consoled her, and yet left her her grief--turned it, perhaps, into hope?|7|8|[2, 3, 5]|['fear', 'joy', 'surprise']|3
What he had heretofore been fairly assured of was unmistakably confirmed. The sight of the tavern which they came suddenly upon and the appearance of the innkeeper interrupted this dark trend of thought, and, springing from his horse, the jester helped the girl to dismount. The house, being situated in the immediate proximity of the grand chateau, received a certain patronage from noble lords and ladies.|31|33|[5]|['surprise']|1
